"Date","Price","Open","High","Low","Vol.","Change %"
"01/15/2024","7.508","7.324","7.687","7.319","8.70M","2.51%"
"01/14/2024","7.324","7.617","7.697","7.323","7.23M","-3.85%"
"01/13/2024","7.617","7.568","7.748","7.382","9.38M","0.65%"
"01/12/2024","7.568","8.149","8.209","7.328","18.24M","-7.13%"
"01/11/2024","8.149","7.988","8.577","7.860","26.95M","2.02%"
"01/10/2024","7.988","7.126","8.079","6.834","20.87M","12.10%"
"01/09/2024","7.126","7.483","7.521","6.917","14.47M","-4.78%"
"01/08/2024","7.483","6.896","7.504","6.516","17.68M","8.51%"
"01/07/2024","6.896","7.131","7.321","6.824","9.84M","-3.29%"
"01/06/2024","7.131","7.446","7.446","6.945","9.72M","-4.21%"
"01/05/2024","7.445","7.875","7.949","7.222","23.63M","-5.47%"
"01/04/2024","7.876","7.629","7.986","7.485","8.01M","3.22%"
"01/03/2024","7.630","8.410","8.573","6.654","15.79M","-9.28%"
"01/02/2024","8.410","8.596","8.803","8.342","14.20M","-2.16%"
"01/01/2024","8.596","8.204","8.629","8.065","10.98M","4.78%"
"12/31/2023","8.204","8.344","8.632","8.031","14.02M","-1.68%"
"12/30/2023","8.344","8.291","8.486","8.105","9.89M","0.64%"
"12/29/2023","8.291","8.427","8.680","8.091","23.78M","-1.62%"
"12/28/2023","8.428","8.690","8.912","8.278","10.61M","-3.01%"
"12/27/2023","8.690","8.811","9.010","8.413","20.98M","-1.38%"
"12/26/2023","8.811","9.190","9.582","8.400","30.98M","-4.12%"
"12/25/2023","9.190","8.613","9.391","8.506","20.72M","6.66%"
"12/24/2023","8.615","8.340","9.196","8.324","54.63M","3.30%"
"12/23/2023","8.340","7.952","8.440","7.589","26.19M","4.87%"
"12/22/2023","7.953","8.428","8.554","7.846","17.29M","-5.64%"
"12/21/2023","8.428","6.949","8.428","6.919","56.13M","21.28%"
"12/20/2023","6.949","6.707","7.131","6.625","18.09M","3.60%"
"12/19/2023","6.707","6.883","7.039","6.618","11.68M","-2.51%"
"12/18/2023","6.880","6.787","6.884","6.391","16.48M","1.37%"
"12/17/2023","6.787","7.092","7.162","6.753","13.96M","-4.31%"
"12/16/2023","7.092","6.951","7.347","6.869","13.65M","2.03%"
"12/15/2023","6.951","7.508","7.563","6.931","22.24M","-7.42%"
"12/14/2023","7.508","7.609","7.768","7.093","26.27M","-1.32%"
"12/13/2023","7.609","7.131","7.640","6.642","23.82M","6.71%"
"12/12/2023","7.131","6.709","7.326","6.697","14.55M","6.27%"
"12/11/2023","6.710","7.345","7.354","6.328","26.09M","-8.63%"
"12/10/2023","7.344","7.102","7.348","6.967","14.02M","3.40%"
"12/09/2023","7.102","6.836","7.686","6.833","35.25M","3.89%"
"12/08/2023","6.836","6.243","6.909","6.168","23.65M","9.50%"
"12/07/2023","6.243","6.046","6.296","5.908","16.98M","3.26%"
"12/06/2023","6.046","5.906","6.200","5.796","23.33M","2.37%"
"12/05/2023","5.906","5.634","5.943","5.515","24.28M","4.83%"
"12/04/2023","5.634","5.541","5.719","5.473","17.78M","1.64%"
"12/03/2023","5.543","5.562","5.617","5.436","9.18M","-0.36%"
"12/02/2023","5.563","5.472","5.602","5.451","7.85M","1.69%"
"12/01/2023","5.471","5.469","5.524","5.370","8.22M","0.03%"
"11/30/2023","5.469","5.160","5.577","5.120","19.81M","5.98%"
"11/29/2023","5.160","5.273","5.377","5.153","10.44M","-2.14%"
"11/28/2023","5.273","5.155","5.312","5.106","11.29M","2.29%"
"11/27/2023","5.155","5.329","5.372","5.038","13.03M","-3.10%"
"11/26/2023","5.320","5.328","5.413","5.182","8.91M","-0.15%"
"11/25/2023","5.328","5.241","5.382","5.216","6.62M","1.66%"
"11/24/2023","5.241","5.135","5.293","5.120","11.92M","2.06%"
"11/23/2023","5.135","5.173","5.218","5.089","6.44M","-0.73%"
"11/22/2023","5.173","4.859","5.285","4.858","13.55M","6.23%"
"11/21/2023","4.869","5.301","5.325","4.839","20.92M","-8.14%"
"11/20/2023","5.301","5.434","5.569","5.272","13.00M","-2.46%"
"11/19/2023","5.435","5.289","5.480","5.180","11.21M","2.75%"
"11/18/2023","5.289","5.243","5.290","5.001","10.78M","0.88%"
"11/17/2023","5.243","5.353","5.485","5.060","14.08M","-2.06%"
"11/16/2023","5.353","5.566","5.803","5.297","23.50M","-3.82%"
"11/15/2023","5.566","5.196","5.635","5.188","18.36M","7.12%"
"11/14/2023","5.196","5.348","5.520","5.026","19.00M","-2.85%"
"11/13/2023","5.348","5.712","5.882","5.348","21.21M","-6.37%"
"11/12/2023","5.712","5.560","5.849","5.359","26.11M","2.74%"
"11/11/2023","5.560","5.301","5.679","5.103","28.20M","4.89%"
"11/10/2023","5.301","5.090","5.313","4.993","19.18M","4.16%"
"11/09/2023","5.089","5.034","5.262","4.690","25.99M","1.10%"
"11/08/2023","5.034","4.927","5.089","4.861","23.34M","2.17%"
"11/07/2023","4.927","4.964","5.005","4.722","13.64M","-0.75%"
"11/06/2023","4.964","4.763","4.992","4.679","24.81M","4.22%"
"11/05/2023","4.763","4.681","4.906","4.657","25.50M","1.76%"
"11/04/2023","4.681","4.610","4.776","4.587","7.72M","1.54%"
"11/03/2023","4.610","4.629","4.640","4.458","10.36M","-0.41%"
"11/02/2023","4.629","4.731","4.795","4.532","15.60M","-2.15%"
"11/01/2023","4.731","4.449","4.796","4.322","18.32M","6.29%"
"10/31/2023","4.451","4.524","4.598","4.300","14.98M","-1.64%"
"10/30/2023","4.525","4.315","4.530","4.233","14.08M","4.87%"
"10/29/2023","4.315","4.181","4.354","4.127","7.09M","3.22%"
"10/28/2023","4.181","4.135","4.224","4.132","20.84M","1.10%"
"10/27/2023","4.135","4.234","4.234","4.055","11.04M","-2.34%"
"10/26/2023","4.234","4.291","4.450","4.158","12.27M","-1.32%"
"10/25/2023","4.291","4.189","4.353","4.151","10.59M","2.44%"
"10/24/2023","4.189","4.358","4.417","4.125","19.92M","-3.89%"
"10/23/2023","4.358","3.967","4.365","3.925","18.74M","9.87%"
"10/22/2023","3.967","3.909","3.972","3.814","7.22M","1.48%"
"10/21/2023","3.909","3.718","3.976","3.708","7.76M","5.15%"
"10/20/2023","3.718","3.648","3.798","3.638","49.27M","1.92%"
"10/19/2023","3.648","3.654","3.659","3.581","14.46M","-0.17%"
"10/18/2023","3.654","3.670","3.723","3.631","3.54M","-0.53%"
"10/17/2023","3.674","3.778","3.778","3.647","13.74M","-2.77%"
"10/16/2023","3.778","3.753","3.883","3.738","8.06M","0.67%"
"10/15/2023","3.753","3.735","3.775","3.707","3.27M","0.48%"
"10/14/2023","3.735","3.720","3.762","3.718","2.11M","0.41%"
"10/13/2023","3.720","3.676","3.766","3.668","3.57M","1.18%"
"10/12/2023","3.676","3.740","3.740","3.637","38.56M","-1.68%"
"10/11/2023","3.739","3.811","3.823","3.700","6.73M","-1.88%"
"10/10/2023","3.811","3.880","3.894","3.781","4.57M","-1.79%"
"10/09/2023","3.880","4.012","4.029","3.787","8.97M","-3.29%"
"10/08/2023","4.012","4.051","4.071","4.002","2.96M","-0.97%"
"10/07/2023","4.051","4.068","4.112","4.047","2.19M","-0.42%"
"10/06/2023","4.068","4.020","4.093","4.000","2.91M","1.19%"
"10/05/2023","4.020","4.042","4.074","4.004","3.59M","-0.55%"
"10/04/2023","4.042","4.077","4.077","3.985","5.36M","-0.85%"
"10/03/2023","4.077","4.118","4.162","4.052","3.28M","-1.00%"
"10/02/2023","4.118","4.261","4.300","4.083","8.08M","-3.35%"
"10/01/2023","4.261","4.103","4.288","4.102","4.77M","3.85%"
"09/30/2023","4.103","4.074","4.118","4.072","2.65M","0.71%"
"09/29/2023","4.074","4.073","4.117","4.058","4.31M","0.04%"
"09/28/2023","4.073","3.992","4.097","3.982","9.80M","2.00%"
"09/27/2023","3.992","4.013","4.074","3.969","13.40M","-0.51%"
"09/26/2023","4.013","4.066","4.091","3.988","4.48M","-1.31%"
"09/25/2023","4.066","3.993","4.090","3.957","9.56M","1.84%"
"09/24/2023","3.993","4.033","4.057","3.977","2.27M","-0.98%"
"09/23/2023","4.033","4.018","4.037","4.001","3.10M","0.37%"
"09/22/2023","4.018","4.012","4.036","3.986","5.09M","0.15%"
"09/21/2023","4.012","4.140","4.166","4.002","7.28M","-3.09%"
"09/20/2023","4.140","4.151","4.167","4.078","26.48M","-0.34%"
"09/19/2023","4.153","4.106","4.167","4.080","76.51M","1.16%"
"09/18/2023","4.106","4.071","4.219","4.019","6.15M","0.83%"
"09/17/2023","4.072","4.185","4.189","4.049","3.66M","-2.70%"
"09/16/2023","4.185","4.138","4.224","4.135","3.93M","1.14%"
"09/15/2023","4.138","4.058","4.170","4.046","4.89M","1.97%"
"09/14/2023","4.058","3.998","4.088","3.974","5.91M","1.50%"
"09/13/2023","3.998","3.985","4.095","3.950","5.22M","0.33%"
"09/12/2023","3.985","3.989","4.089","3.964","6.84M","-0.09%"
"09/11/2023","3.989","4.149","4.153","3.913","11.15M","-3.88%"
"09/10/2023","4.149","4.237","4.238","4.107","7.91M","-2.07%"
"09/09/2023","4.237","4.253","4.277","4.236","1.71M","-0.38%"
"09/08/2023","4.253","4.293","4.331","4.210","11.60M","-0.91%"
"09/07/2023","4.293","4.272","4.306","4.235","4.31M","0.49%"
"09/06/2023","4.272","4.257","4.281","4.192","4.78M","0.37%"
"09/05/2023","4.256","4.260","4.301","4.208","3.85M","-0.09%"
"09/04/2023","4.260","4.258","4.317","4.195","5.32M","0.05%"
"09/03/2023","4.258","4.261","4.299","4.229","6.39M","-0.08%"
"09/02/2023","4.261","4.217","4.272","4.204","2.86M","1.04%"
"09/01/2023","4.217","4.271","4.294","4.141","6.75M","-1.23%"
"08/31/2023","4.270","4.534","4.534","4.243","31.54M","-5.83%"
"08/30/2023","4.534","4.678","4.678","4.522","6.56M","-3.04%"
"08/29/2023","4.676","4.610","4.795","4.542","9.19M","1.43%"
"08/28/2023","4.610","4.489","4.621","4.424","6.38M","2.69%"
"08/27/2023","4.489","4.507","4.539","4.462","2.60M","-0.40%"
"08/26/2023","4.507","4.491","4.514","4.476","2.76M","0.34%"
"08/25/2023","4.491","4.424","4.494","4.362","7.58M","1.53%"
"08/24/2023","4.424","4.488","4.517","4.370","4.00M","-1.42%"
"08/23/2023","4.488","4.423","4.535","4.379","31.79M","1.46%"
"08/22/2023","4.423","4.427","4.449","4.260","5.20M","-0.09%"
"08/21/2023","4.427","4.519","4.537","4.372","3.40M","-2.02%"
"08/20/2023","4.518","4.516","4.532","4.467","2.21M","0.05%"
"08/19/2023","4.516","4.510","4.552","4.456","2.08M","0.10%"
"08/18/2023","4.511","4.433","4.559","4.367","95.83M","1.77%"
"08/17/2023","4.433","4.674","4.810","4.322","10.14M","-5.15%"
"08/16/2023","4.674","4.818","4.840","4.548","14.84M","-3.00%"
"08/15/2023","4.818","4.989","4.998","4.694","4.45M","-3.44%"
"08/14/2023","4.989","4.991","5.054","4.959","4.50M","-0.04%"
"08/13/2023","4.991","5.040","5.044","4.970","10.65M","-0.96%"
"08/12/2023","5.040","5.007","5.044","4.997","1.67M","0.62%"
"08/11/2023","5.009","5.006","5.020","4.966","2.09M","0.06%"
"08/10/2023","5.006","5.059","5.067","4.979","2.41M","-1.05%"
"08/09/2023","5.059","5.060","5.105","5.003","2.89M","-0.02%"
"08/08/2023","5.060","4.971","5.095","4.936","2.89M","1.80%"
"08/07/2023","4.971","5.005","5.046","4.854","3.62M","-0.70%"
"08/06/2023","5.006","4.975","5.045","4.959","24.83M","0.63%"
"08/05/2023","4.974","4.993","4.996","4.931","789.54K","-0.38%"
"08/04/2023","4.993","4.979","5.042","4.955","5.39M","0.29%"
"08/03/2023","4.979","5.061","5.072","4.952","4.93M","-1.62%"
"08/02/2023","5.061","5.208","5.217","5.012","37.85M","-2.72%"
"08/01/2023","5.202","5.107","5.205","4.997","5.42M","1.86%"
"07/31/2023","5.107","5.184","5.258","5.060","4.72M","-1.49%"
"07/30/2023","5.184","5.248","5.275","5.106","3.60M","-1.22%"
"07/29/2023","5.248","5.219","5.258","5.207","1.80M","0.63%"
"07/28/2023","5.215","5.237","5.272","5.164","3.57M","-0.42%"
"07/27/2023","5.237","5.235","5.336","5.187","3.35M","0.04%"
"07/26/2023","5.235","5.175","5.295","5.124","3.51M","1.16%"
"07/25/2023","5.175","5.210","5.252","5.133","3.58M","-0.67%"
"07/24/2023","5.210","5.392","5.414","5.122","7.01M","-3.38%"
"07/23/2023","5.392","5.314","5.484","5.279","4.54M","1.51%"
"07/22/2023","5.312","5.486","5.517","5.270","4.63M","-3.16%"
"07/21/2023","5.485","5.355","5.698","5.340","11.04M","2.43%"
"07/20/2023","5.355","5.193","5.483","5.184","7.98M","3.21%"
"07/19/2023","5.188","5.181","5.257","5.139","4.87M","0.14%"
"07/18/2023","5.181","5.304","5.384","5.115","7.56M","-2.32%"
"07/17/2023","5.304","5.311","5.415","5.176","6.54M","-0.13%"
"07/16/2023","5.311","5.432","5.448","5.271","4.37M","-2.21%"
"07/15/2023","5.431","5.454","5.561","5.386","9.65M","-0.43%"
"07/14/2023","5.454","5.543","5.714","5.300","13.23M","-1.61%"
"07/13/2023","5.543","5.147","5.550","5.103","11.59M","7.68%"
"07/12/2023","5.148","5.214","5.308","5.104","5.32M","-1.27%"
"07/11/2023","5.214","5.132","5.217","5.090","3.42M","1.60%"
"07/10/2023","5.132","5.081","5.230","4.992","5.19M","1.03%"
"07/09/2023","5.080","5.129","5.160","5.064","6.09M","-0.96%"
"07/08/2023","5.129","5.118","5.195","5.058","2.45M","0.22%"
"07/07/2023","5.118","5.015","5.178","4.986","18.02M","2.04%"
"07/06/2023","5.015","5.205","5.362","5.012","6.27M","-3.64%"
"07/05/2023","5.205","5.343","5.379","5.119","5.84M","-2.58%"
"07/04/2023","5.343","5.425","5.508","5.263","6.57M","-1.51%"
"07/03/2023","5.425","5.498","5.630","5.385","8.12M","-1.33%"
"07/02/2023","5.498","5.351","5.526","5.233","9.06M","2.75%"
"07/01/2023","5.351","5.182","5.365","5.112","10.24M","3.26%"
"06/30/2023","5.182","4.985","5.198","4.833","13.84M","3.93%"
"06/29/2023","4.986","4.876","5.224","4.872","10.15M","2.25%"
"06/28/2023","4.876","5.096","5.099","4.756","7.13M","-4.32%"
"06/27/2023","5.096","5.023","5.152","5.006","5.22M","1.45%"
"06/26/2023","5.023","5.195","5.234","5.006","10.69M","-3.31%"
"06/25/2023","5.195","5.008","5.243","5.004","9.17M","3.73%"
"06/24/2023","5.008","5.098","5.136","4.934","5.78M","-1.77%"
"06/23/2023","5.098","4.825","5.138","4.822","9.92M","5.65%"
"06/22/2023","4.825","4.822","4.975","4.772","8.64M","0.06%"
"06/21/2023","4.822","4.661","4.856","4.637","9.85M","3.46%"
"06/20/2023","4.661","4.530","4.677","4.377","6.87M","2.90%"
"06/19/2023","4.530","4.536","4.588","4.439","5.05M","-0.13%"
"06/18/2023","4.536","4.529","4.666","4.484","5.15M","0.16%"
"06/17/2023","4.529","4.422","4.565","4.396","4.77M","2.42%"
"06/16/2023","4.422","4.374","4.461","4.296","6.69M","1.08%"
"06/15/2023","4.374","4.569","4.617","4.275","104.58M","-4.26%"
"06/14/2023","4.569","4.628","4.800","4.514","7.38M","-1.24%"
"06/13/2023","4.626","4.535","4.709","4.498","13.52M","2.01%"
"06/12/2023","4.535","4.522","4.553","4.427","5.63M","0.25%"
"06/11/2023","4.523","4.518","4.552","4.432","20.02M","0.11%"
"06/10/2023","4.518","4.980","4.984","4.216","24.58M","-9.27%"
"06/09/2023","4.980","5.023","5.070","4.932","3.97M","-0.85%"
"06/08/2023","5.023","5.022","5.057","4.980","6.86M","0.01%"
"06/07/2023","5.022","5.203","5.209","4.983","5.86M","-3.48%"
"06/06/2023","5.203","5.067","5.266","4.990","6.37M","2.68%"
"06/05/2023","5.067","5.314","5.322","4.911","11.24M","-4.68%"
"06/04/2023","5.316","5.340","5.382","5.311","3.78M","-0.44%"
"06/03/2023","5.339","5.278","5.339","5.244","3.79M","1.16%"
"06/02/2023","5.278","5.207","5.298","5.172","5.84M","1.36%"
"06/01/2023","5.207","5.316","5.333","5.193","4.87M","-2.05%"
"05/31/2023","5.316","5.441","5.461","5.270","5.65M","-2.30%"
"05/30/2023","5.441","5.459","5.527","5.417","11.36M","-0.34%"
"05/29/2023","5.460","5.502","5.539","5.417","3.99M","-0.76%"
"05/28/2023","5.502","5.335","5.561","5.317","6.50M","3.12%"
"05/27/2023","5.335","5.245","5.374","5.232","3.92M","1.71%"
"05/26/2023","5.245","5.245","5.273","5.191","5.29M","0.01%"
"05/25/2023","5.245","5.251","5.293","5.147","4.41M","-0.12%"
"05/24/2023","5.251","5.401","5.402","5.197","4.85M","-2.76%"
"05/23/2023","5.400","5.311","5.447","5.294","3.68M","1.68%"
"05/22/2023","5.311","5.273","5.337","5.231","3.70M","0.72%"
"05/21/2023","5.273","5.411","5.430","5.254","3.21M","-2.55%"
"05/20/2023","5.411","5.372","5.445","5.332","3.13M","0.73%"
"05/19/2023","5.372","5.338","5.390","5.320","3.90M","0.64%"
"05/18/2023","5.338","5.415","5.465","5.248","6.00M","-1.42%"
"05/17/2023","5.415","5.297","5.438","5.225","5.90M","2.22%"
"05/16/2023","5.297","5.314","5.337","5.234","11.11M","-0.31%"
"05/15/2023","5.314","5.347","5.429","5.272","4.40M","-0.66%"
"05/14/2023","5.349","5.346","5.444","5.313","2.97M","0.05%"
"05/13/2023","5.346","5.342","5.395","5.316","2.97M","0.12%"
"05/12/2023","5.340","5.278","5.348","5.141","6.19M","1.18%"
"05/11/2023","5.278","5.463","5.468","5.183","5.80M","-3.41%"
"05/10/2023","5.464","5.323","5.519","5.223","8.33M","2.65%"
"05/09/2023","5.323","5.369","5.408","5.291","4.93M","-0.86%"
"05/08/2023","5.369","5.629","5.648","5.186","10.51M","-4.62%"
"05/07/2023","5.629","5.635","5.700","5.602","3.15M","-0.10%"
"05/06/2023","5.635","5.847","5.889","5.596","4.54M","-3.63%"
"05/05/2023","5.847","5.671","5.899","5.665","5.71M","3.10%"
"05/04/2023","5.671","5.778","5.798","5.622","3.41M","-1.85%"
"05/03/2023","5.778","5.713","5.808","5.559","5.84M","1.14%"
"05/02/2023","5.713","5.664","5.754","5.627","4.78M","0.78%"
"05/01/2023","5.669","5.874","5.908","5.605","6.82M","-3.49%"
"04/30/2023","5.874","6.040","6.085","5.845","5.40M","-2.75%"
"04/29/2023","6.040","5.947","6.055","5.925","4.41M","1.55%"
"04/28/2023","5.948","5.970","5.978","5.787","6.62M","-0.37%"
"04/27/2023","5.970","5.852","6.046","5.831","7.61M","2.02%"
"04/26/2023","5.852","5.998","6.216","5.610","12.59M","-2.43%"
"04/25/2023","5.998","5.884","6.010","5.781","5.66M","1.94%"
"04/24/2023","5.884","5.904","6.010","5.807","5.79M","-0.34%"
"04/23/2023","5.904","5.949","5.972","5.779","5.01M","-0.76%"
"04/22/2023","5.949","5.850","5.976","5.822","4.25M","1.69%"
"04/21/2023","5.850","6.110","6.169","5.786","9.66M","-4.23%"
"04/20/2023","6.108","6.307","6.435","6.065","11.22M","-3.28%"
"04/19/2023","6.315","6.913","6.918","6.247","12.54M","-8.66%"
"04/18/2023","6.914","6.697","6.982","6.597","5.46M","3.24%"
"04/17/2023","6.697","6.827","6.830","6.636","8.77M","-1.90%"
"04/16/2023","6.827","6.800","6.871","6.680","15.14M","0.41%"
"04/15/2023","6.799","6.731","6.848","6.633","15.09M","1.09%"
"04/14/2023","6.725","6.636","6.840","6.539","13.72M","1.34%"
"04/13/2023","6.636","6.402","6.649","6.350","9.56M","3.66%"
"04/12/2023","6.402","6.416","6.469","6.220","9.37M","-0.22%"
"04/11/2023","6.416","6.291","6.488","6.278","8.79M","1.99%"
"04/10/2023","6.291","6.211","6.311","6.119","5.42M","1.29%"
"04/09/2023","6.211","6.131","6.260","6.100","4.41M","1.31%"
"04/08/2023","6.131","6.176","6.233","6.096","8.39M","-0.74%"
"04/07/2023","6.176","6.280","6.317","6.136","5.50M","-1.65%"
"04/06/2023","6.280","6.406","6.415","6.258","5.63M","-1.98%"
"04/05/2023","6.407","6.439","6.582","6.327","7.60M","-0.45%"
"04/04/2023","6.436","6.420","6.529","6.368","9.08M","0.25%"
"04/03/2023","6.420","6.261","6.499","6.094","10.98M","2.54%"
"04/02/2023","6.261","6.344","6.442","6.185","6.22M","-1.31%"
"04/01/2023","6.344","6.343","6.390","6.208","12.95M","0.02%"
"03/31/2023","6.343","6.123","6.381","6.101","8.99M","3.58%"
"03/30/2023","6.124","6.183","6.287","6.029","8.10M","-0.96%"
"03/29/2023","6.183","6.057","6.280","6.049","7.76M","2.10%"
"03/28/2023","6.056","5.867","6.103","5.794","5.95M","3.23%"
"03/27/2023","5.866","6.045","6.111","5.754","7.13M","-2.97%"
"03/26/2023","6.046","5.907","6.105","5.880","1.92M","2.35%"
"03/25/2023","5.907","6.019","6.078","5.834","4.58M","-1.85%"
"03/24/2023","6.019","6.320","6.336","5.951","4.11M","-4.77%"
"03/23/2023","6.320","6.056","6.418","5.992","8.95M","4.47%"
"03/22/2023","6.050","6.363","6.385","5.916","14.19M","-4.93%"
"03/21/2023","6.363","6.089","6.451","6.007","11.62M","4.49%"
"03/20/2023","6.090","6.457","6.482","6.056","11.34M","-5.53%"
"03/19/2023","6.447","6.313","6.596","6.313","5.11M","2.17%"
"03/18/2023","6.310","6.618","6.696","6.285","6.88M","-4.79%"
"03/17/2023","6.627","6.091","6.629","6.027","8.25M","8.79%"
"03/16/2023","6.092","5.874","6.136","5.783","6.32M","3.71%"
"03/15/2023","5.874","6.230","6.368","5.784","18.65M","-5.71%"
"03/14/2023","6.229","6.102","6.535","5.988","21.07M","2.09%"
"03/13/2023","6.102","5.886","6.142","5.712","21.59M","3.65%"
"03/12/2023","5.887","5.465","5.892","5.369","7.12M","7.69%"
"03/11/2023","5.466","5.549","5.671","5.230","7.98M","-1.49%"
"03/10/2023","5.549","5.388","5.581","5.163","19.67M","2.99%"
"03/09/2023","5.388","5.600","5.798","5.278","15.68M","-3.78%"
"03/08/2023","5.600","5.846","5.937","5.522","13.78M","-4.21%"
"03/07/2023","5.846","5.919","6.011","5.746","9.74M","-1.24%"
"03/06/2023","5.919","5.976","6.041","5.869","5.74M","-0.95%"
"03/05/2023","5.976","5.918","6.057","5.901","54.62M","1.01%"
"03/04/2023","5.916","6.035","6.053","5.739","28.92M","-1.98%"
"03/03/2023","6.035","6.332","6.336","5.823","11.63M","-4.69%"
"03/02/2023","6.332","6.536","6.549","6.231","6.14M","-3.12%"
"03/01/2023","6.536","6.345","6.590","6.317","8.77M","3.01%"
"02/28/2023","6.345","6.580","6.597","6.281","8.52M","-3.57%"
"02/27/2023","6.580","6.689","6.781","6.497","8.99M","-1.65%"
"02/26/2023","6.690","6.545","6.726","6.503","13.66M","2.22%"
"02/25/2023","6.545","6.614","6.649","6.346","7.27M","-1.04%"
"02/24/2023","6.614","7.093","7.144","6.474","15.34M","-6.75%"
"02/23/2023","7.093","7.186","7.381","7.017","6.23M","-1.31%"
"02/22/2023","7.186","7.249","7.264","6.884","30.82M","-0.86%"
"02/21/2023","7.249","7.549","7.566","7.125","13.70M","-3.94%"
"02/20/2023","7.546","7.450","7.562","7.269","16.15M","1.29%"
"02/19/2023","7.450","7.234","7.861","7.187","30.58M","2.99%"
"02/18/2023","7.234","7.285","7.369","7.118","16.81M","-0.70%"
"02/17/2023","7.285","6.327","7.411","6.299","37.18M","15.06%"
"02/16/2023","6.331","6.613","6.741","6.323","18.97M","-4.25%"
"02/15/2023","6.612","6.226","6.615","6.162","13.96M","6.20%"
"02/14/2023","6.226","6.131","6.258","6.015","11.12M","1.55%"
"02/13/2023","6.131","6.180","6.242","5.886","13.30M","-0.79%"
"02/12/2023","6.180","6.278","6.382","6.086","4.89M","-1.56%"
"02/11/2023","6.278","6.187","6.290","6.160","3.52M","1.47%"
"02/10/2023","6.187","6.236","6.305","6.130","10.49M","-0.78%"
"02/09/2023","6.236","6.757","6.973","6.113","21.95M","-7.62%"
"02/08/2023","6.750","6.941","6.997","6.630","9.97M","-2.75%"
"02/07/2023","6.941","6.492","6.947","6.482","11.47M","6.95%"
"02/06/2023","6.490","6.637","6.788","6.452","9.85M","-2.22%"
"02/05/2023","6.637","6.875","6.891","6.516","10.97M","-3.46%"
"02/04/2023","6.875","7.007","7.066","6.828","8.07M","-1.89%"
"02/03/2023","7.007","6.545","7.115","6.515","21.42M","7.07%"
"02/02/2023","6.544","6.466","6.880","6.455","9.26M","1.29%"
"02/01/2023","6.461","6.261","6.489","6.034","12.10M","3.19%"
"01/31/2023","6.262","6.190","6.320","6.148","4.06M","1.15%"
"01/30/2023","6.190","6.613","6.647","6.050","11.50M","-6.40%"
"01/29/2023","6.613","6.401","6.695","6.336","9.79M","3.31%"
"01/28/2023","6.401","6.581","6.659","6.330","8.08M","-2.73%"
"01/27/2023","6.581","6.477","6.621","6.300","11.22M","1.61%"
"01/26/2023","6.477","6.392","6.554","6.305","14.17M","1.33%"
"01/25/2023","6.392","6.189","6.552","6.021","15.34M","3.28%"
"01/24/2023","6.189","6.559","6.704","6.127","12.92M","-5.64%"
"01/23/2023","6.559","6.205","6.807","6.202","21.35M","5.70%"
"01/22/2023","6.205","6.235","6.454","6.090","11.87M","-0.48%"
"01/21/2023","6.235","6.263","6.450","6.073","17.21M","-0.45%"
"01/20/2023","6.263","5.804","6.281","5.757","5.93M","7.91%"
"01/19/2023","5.804","5.651","5.842","5.651","6.96M","2.70%"
"01/18/2023","5.652","5.947","6.207","5.616","10.55M","-4.97%"
"01/17/2023","5.947","5.811","6.197","5.721","16.23M","2.31%"
"01/16/2023","5.813","5.930","6.084","5.644","15.71M","-1.97%"
"01/15/2023","5.930","6.024","6.057","5.777","12.29M","-1.56%"
"01/14/2023","6.024","5.400","6.488","5.396","32.83M","11.56%"
"01/13/2023","5.400","5.233","5.420","5.164","10.01M","3.19%"
"01/12/2023","5.233","5.135","5.254","5.025","12.48M","1.94%"
"01/11/2023","5.133","4.920","5.137","4.831","9.32M","4.34%"
"01/10/2023","4.920","4.888","4.968","4.830","5.98M","0.57%"
"01/09/2023","4.892","4.823","5.068","4.802","13.49M","1.44%"
"01/08/2023","4.823","4.665","4.823","4.605","6.66M","3.38%"
"01/07/2023","4.665","4.683","4.705","4.639","4.90M","-0.38%"
"01/06/2023","4.683","4.620","4.704","4.554","10.01M","1.38%"
"01/05/2023","4.620","4.632","4.649","4.546","6.08M","-0.26%"
"01/04/2023","4.632","4.526","4.686","4.526","6.58M","2.32%"
"01/03/2023","4.527","4.490","4.545","4.469","4.07M","0.82%"
"01/02/2023","4.490","4.369","4.526","4.322","9.80M","2.77%"
"01/01/2023","4.369","4.300","4.386","4.277","3.15M","1.62%"
"12/31/2022","4.300","4.324","4.394","4.299","3.69M","-0.54%"
"12/30/2022","4.323","4.309","4.341","4.235","2.42M","0.34%"
"12/29/2022","4.309","4.286","4.351","4.231","5.20M","0.56%"
"12/28/2022","4.285","4.478","4.482","4.253","11.80M","-4.35%"
"12/27/2022","4.480","4.572","4.579","4.467","8.96M","-2.01%"
"12/26/2022","4.572","4.494","4.576","4.465","4.20M","1.74%"
"12/25/2022","4.494","4.452","4.497","4.402","3.55M","0.94%"
"12/24/2022","4.452","4.473","4.490","4.430","2.72M","-0.47%"
"12/23/2022","4.473","4.531","4.544","4.456","5.56M","-1.28%"
"12/22/2022","4.531","4.484","4.535","4.374","6.36M","1.05%"
"12/21/2022","4.484","4.606","4.615","4.446","5.80M","-2.70%"
"12/20/2022","4.608","4.480","4.646","4.465","6.95M","2.87%"
"12/19/2022","4.480","4.656","4.705","4.423","10.07M","-3.70%"
