"Date","Price","Open","High","Low","Vol.","Change %"
"09/01/2024","0.00000714","0.00000760","0.00000764","0.00000707","2,476.31B","-6.05%"
"08/31/2024","0.00000760","0.00000776","0.00000788","0.00000752","2,019.30B","-2.06%"
"08/30/2024","0.00000776","0.00000764","0.00000791","0.00000735","4,492.64B","1.44%"
"08/29/2024","0.00000765","0.00000769","0.00000820","0.00000755","4,949.12B","-0.39%"
"08/28/2024","0.00000768","0.00000764","0.00000812","0.00000735","7,267.04B","0.52%"
"08/27/2024","0.00000764","0.00000852","0.00000869","0.00000752","5,259.71B","-10.33%"
"08/26/2024","0.00000852","0.00000914","0.00000926","0.00000842","4,480.98B","-6.78%"
"08/25/2024","0.00000914","0.00000950","0.00000952","0.00000870","5,916.76B","-3.69%"
"08/24/2024","0.00000949","0.00000908","0.00000984","0.00000886","6,752.22B","4.52%"
"08/23/2024","0.00000908","0.00000799","0.00000930","0.00000795","6,666.84B","13.64%"
"08/22/2024","0.00000799","0.00000792","0.00000807","0.00000773","3,004.08B","0.88%"
"08/21/2024","0.00000792","0.00000775","0.00000808","0.00000751","3,214.04B","2.19%"
"08/20/2024","0.00000775","0.00000768","0.00000828","0.00000764","6,525.97B","0.91%"
"08/19/2024","0.00000768","0.00000729","0.00000770","0.00000716","3,414.27B","5.35%"
"08/18/2024","0.00000729","0.00000749","0.00000763","0.00000728","2,830.80B","-2.67%"
"08/17/2024","0.00000749","0.00000718","0.00000771","0.00000711","3,957.27B","4.32%"
"08/16/2024","0.00000718","0.00000745","0.00000759","0.00000687","5,477.29B","-3.62%"
"08/15/2024","0.00000745","0.00000801","0.00000806","0.00000720","4,390.67B","-6.99%"
"08/14/2024","0.00000801","0.00000819","0.00000847","0.00000790","3,669.81B","-2.20%"
"08/13/2024","0.00000819","0.00000823","0.00000837","0.00000789","3,529.74B","-0.49%"
"08/12/2024","0.00000823","0.00000772","0.00000849","0.00000771","5,749.80B","6.61%"
"08/11/2024","0.00000772","0.00000843","0.00000878","0.00000765","4,526.77B","-8.42%"
"08/10/2024","0.00000843","0.00000853","0.00000871","0.00000829","2,661.20B","-1.06%"
"08/09/2024","0.00000852","0.00000877","0.00000899","0.00000831","5,440.81B","-2.85%"
"08/08/2024","0.00000877","0.00000737","0.00000889","0.00000719","7,821.02B","19.00%"
"08/07/2024","0.00000737","0.00000774","0.00000838","0.00000726","7,920.91B","-4.78%"
"08/06/2024","0.00000774","0.00000705","0.00000818","0.00000702","11,484.88B","9.79%"
"08/05/2024","0.00000705","0.00000810","0.00000825","0.00000586","33,483.64B","-12.96%"
"08/04/2024","0.00000810","0.00000862","0.00000878","0.00000767","7,478.52B","-6.03%"
"08/03/2024","0.00000862","0.00000932","0.00000955","0.00000829","5,972.85B","-7.51%"
"08/02/2024","0.00000932","0.00001052","0.00001060","0.00000925","5,792.03B","-11.41%"
"08/01/2024","0.00001052","0.00001105","0.00001114","0.00000976","6,207.75B","-4.80%"
"07/31/2024","0.00001105","0.00001131","0.00001164","0.00001087","3,196.20B","-2.21%"
"07/30/2024","0.00001130","0.00001180","0.00001203","0.00001104","2,702.23B","-4.16%"
"07/29/2024","0.00001179","0.00001174","0.00001240","0.00001170","3,722.28B","0.34%"
"07/28/2024","0.00001175","0.00001190","0.00001197","0.00001154","2,025.85B","-1.26%"
"07/27/2024","0.00001190","0.00001203","0.00001249","0.00001159","4,183.64B","-1.08%"
"07/26/2024","0.00001203","0.00001148","0.00001212","0.00001140","4,358.52B","4.79%"
"07/25/2024","0.00001148","0.00001220","0.00001227","0.00001084","8,020.70B","-5.98%"
"07/24/2024","0.00001221","0.00001253","0.00001314","0.00001198","6,365.79B","-2.48%"
"07/23/2024","0.00001252","0.00001189","0.00001273","0.00001160","6,587.34B","5.21%"
"07/22/2024","0.00001190","0.00001249","0.00001267","0.00001174","3,845.45B","-4.80%"
"07/21/2024","0.00001250","0.00001221","0.00001273","0.00001159","4,608.46B","2.38%"
"07/20/2024","0.00001221","0.00001269","0.00001276","0.00001191","4,650.97B","-3.78%"
"07/19/2024","0.00001269","0.00001163","0.00001305","0.00001129","6,449.31B","9.02%"
"07/18/2024","0.00001164","0.00001169","0.00001223","0.00001123","5,670.77B","-0.43%"
"07/17/2024","0.00001169","0.00001237","0.00001288","0.00001152","6,856.98B","-5.57%"
"07/16/2024","0.00001238","0.00001132","0.00001264","0.00001112","17,478.45B","9.36%"
"07/15/2024","0.00001132","0.00000920","0.00001146","0.00000914","11,019.74B","23.04%"
"07/14/2024","0.00000920","0.00000869","0.00000935","0.00000861","5,171.91B","5.87%"
"07/13/2024","0.00000869","0.00000869","0.00000893","0.00000846","3,143.94B","0.00%"
"07/12/2024","0.00000869","0.00000889","0.00000898","0.00000830","5,709.70B","-2.25%"
"07/11/2024","0.00000889","0.00000920","0.00000977","0.00000880","5,362.58B","-3.37%"
"07/10/2024","0.00000920","0.00000908","0.00000944","0.00000876","4,629.18B","1.32%"
"07/09/2024","0.00000908","0.00000915","0.00000958","0.00000890","5,314.46B","-0.77%"
"07/08/2024","0.00000915","0.00000840","0.00000952","0.00000775","13,113.98B","8.80%"
"07/07/2024","0.00000841","0.00000973","0.00000974","0.00000833","5,839.24B","-13.57%"
"07/06/2024","0.00000973","0.00000889","0.00000990","0.00000872","6,288.18B","9.57%"
"07/05/2024","0.00000888","0.00000891","0.00000918","0.00000765","16,759.14B","-0.45%"
"07/04/2024","0.00000892","0.00001025","0.00001037","0.00000883","9,562.55B","-12.98%"
"07/03/2024","0.00001025","0.00001132","0.00001135","0.00000998","5,297.82B","-9.37%"
"07/02/2024","0.00001131","0.00001143","0.00001164","0.00001098","3,583.21B","-1.05%"
"07/01/2024","0.00001143","0.00001193","0.00001217","0.00001132","3,945.17B","-4.19%"
"06/30/2024","0.00001193","0.00001131","0.00001193","0.00001083","3,904.37B","5.48%"
"06/29/2024","0.00001131","0.00001158","0.00001186","0.00001126","2,114.61B","-2.33%"
"06/28/2024","0.00001158","0.00001260","0.00001264","0.00001140","3,710.32B","-8.10%"
"06/27/2024","0.00001260","0.00001254","0.00001273","0.00001212","3,561.35B","0.48%"
"06/26/2024","0.00001254","0.00001285","0.00001345","0.00001212","5,143.33B","-2.41%"
"06/25/2024","0.00001285","0.00001129","0.00001305","0.00001127","8,713.62B","13.72%"
"06/24/2024","0.00001130","0.00001091","0.00001133","0.00001002","6,695.51B","3.57%"
"06/23/2024","0.00001091","0.00001142","0.00001184","0.00001083","3,614.82B","-4.38%"
"06/22/2024","0.00001141","0.00001141","0.00001164","0.00001118","2,761.41B","0.00%"
"06/21/2024","0.00001141","0.00001100","0.00001172","0.00001056","5,774.79B","3.73%"
"06/20/2024","0.00001100","0.00001136","0.00001224","0.00001089","6,274.67B","-3.08%"
"06/19/2024","0.00001135","0.00001098","0.00001190","0.00001077","6,868.34B","3.46%"
"06/18/2024","0.00001097","0.00001117","0.00001124","0.00000966","10,341.36B","-1.79%"
"06/17/2024","0.00001117","0.00001231","0.00001243","0.00001073","6,045.49B","-9.26%"
"06/16/2024","0.00001231","0.00001185","0.00001246","0.00001145","3,422.05B","3.88%"
"06/15/2024","0.00001185","0.00001137","0.00001228","0.00001133","4,698.32B","4.22%"
"06/14/2024","0.00001137","0.00001191","0.00001226","0.00001059","7,204.85B","-4.53%"
"06/13/2024","0.00001191","0.00001321","0.00001335","0.00001172","7,276.63B","-9.84%"
"06/12/2024","0.00001321","0.00001273","0.00001388","0.00001212","11,361.74B","3.77%"
"06/11/2024","0.00001273","0.00001208","0.00001299","0.00001129","11,537.40B","5.38%"
"06/10/2024","0.00001208","0.00001275","0.00001311","0.00001206","5,116.32B","-5.25%"
"06/09/2024","0.00001275","0.00001211","0.00001295","0.00001186","5,471.79B","5.28%"
"06/08/2024","0.00001211","0.00001278","0.00001322","0.00001199","6,801.15B","-5.24%"
"06/07/2024","0.00001278","0.00001435","0.00001453","0.00001110","10,657.32B","-10.94%"
"06/06/2024","0.00001435","0.00001459","0.00001520","0.00001421","4,940.04B","-1.64%"
"06/05/2024","0.00001459","0.00001436","0.00001506","0.00001409","5,956.15B","1.60%"
"06/04/2024","0.00001436","0.00001444","0.00001478","0.00001401","5,778.58B","-0.55%"
"06/03/2024","0.00001444","0.00001463","0.00001546","0.00001436","6,672.94B","-1.30%"
"06/02/2024","0.00001463","0.00001485","0.00001508","0.00001390","6,094.74B","-1.55%"
"06/01/2024","0.00001486","0.00001542","0.00001576","0.00001477","6,446.82B","-3.63%"
"05/31/2024","0.00001542","0.00001442","0.00001579","0.00001427","10,417.59B","6.93%"
"05/30/2024","0.00001442","0.00001475","0.00001521","0.00001317","13,955.48B","-2.24%"
"05/29/2024","0.00001475","0.00001600","0.00001655","0.00001438","9,322.94B","-7.81%"
"05/28/2024","0.00001600","0.00001671","0.00001712","0.00001565","11,053.05B","-4.25%"
"05/27/2024","0.00001671","0.00001603","0.00001723","0.00001600","10,815.02B","4.31%"
"05/26/2024","0.00001602","0.00001497","0.00001637","0.00001465","10,358.01B","7.01%"
"05/25/2024","0.00001497","0.00001415","0.00001584","0.00001412","11,538.19B","5.72%"
"05/24/2024","0.00001416","0.00001494","0.00001515","0.00001345","11,677.73B","-5.22%"
"05/23/2024","0.00001494","0.00001339","0.00001578","0.00001280","23,722.85B","11.58%"
"05/22/2024","0.00001339","0.00001382","0.00001429","0.00001254","18,796.91B","-3.25%"
"05/21/2024","0.00001384","0.00001142","0.00001408","0.00001085","24,500.98B","21.19%"
"05/20/2024","0.00001142","0.00000915","0.00001143","0.00000896","17,937.12B","24.81%"
"05/19/2024","0.00000915","0.00000954","0.00000959","0.00000890","7,261.42B","-4.09%"
"05/18/2024","0.00000954","0.00001017","0.00001046","0.00000920","8,779.37B","-6.19%"
"05/17/2024","0.00001017","0.00001004","0.00001042","0.00000984","9,076.76B","1.29%"
"05/16/2024","0.00001004","0.00001051","0.00001079","0.00000962","12,472.32B","-4.47%"
"05/15/2024","0.00001051","0.00001057","0.00001158","0.00000996","23,341.45B","-0.57%"
"05/14/2024","0.00001057","0.00000992","0.00001144","0.00000983","31,018.11B","6.55%"
"05/13/2024","0.00000992","0.00000876","0.00001120","0.00000830","26,359.68B","13.24%"
"05/12/2024","0.00000876","0.00000851","0.00000895","0.00000849","5,865.16B","2.94%"
"05/11/2024","0.00000851","0.00000841","0.00000895","0.00000838","8,433.54B","1.19%"
"05/10/2024","0.00000841","0.00000854","0.00000881","0.00000817","10,954.26B","-1.52%"
"05/09/2024","0.00000854","0.00000796","0.00000874","0.00000790","13,692.02B","7.29%"
"05/08/2024","0.00000796","0.00000790","0.00000825","0.00000762","11,476.80B","0.76%"
"05/07/2024","0.00000790","0.00000835","0.00000864","0.00000790","10,293.76B","-5.39%"
"05/06/2024","0.00000835","0.00000853","0.00000918","0.00000832","14,025.14B","-2.11%"
"05/05/2024","0.00000853","0.00000867","0.00000879","0.00000825","10,087.22B","-1.61%"
"05/04/2024","0.00000867","0.00000808","0.00000899","0.00000802","15,887.21B","7.30%"
"05/03/2024","0.00000808","0.00000753","0.00000831","0.00000745","17,820.12B","7.16%"
"05/02/2024","0.00000754","0.00000699","0.00000787","0.00000667","21,482.86B","7.87%"
"05/01/2024","0.00000699","0.00000667","0.00000723","0.00000593","21,296.32B","4.80%"
"04/30/2024","0.00000667","0.00000736","0.00000759","0.00000634","14,666.48B","-9.37%"
"04/29/2024","0.00000736","0.00000723","0.00000749","0.00000679","9,035.85B","1.80%"
"04/28/2024","0.00000723","0.00000721","0.00000774","0.00000714","9,018.16B","0.28%"
"04/27/2024","0.00000721","0.00000738","0.00000742","0.00000667","10,722.96B","-2.30%"
"04/26/2024","0.00000738","0.00000777","0.00000788","0.00000724","12,256.34B","-5.14%"
"04/25/2024","0.00000778","0.00000725","0.00000807","0.00000695","16,596.69B","7.31%"
"04/24/2024","0.00000725","0.00000768","0.00000818","0.00000706","18,649.51B","-5.60%"
"04/23/2024","0.00000768","0.00000687","0.00000786","0.00000665","18,516.70B","11.63%"
"04/22/2024","0.00000688","0.00000595","0.00000698","0.00000593","16,182.57B","15.44%"
"04/21/2024","0.00000596","0.00000580","0.00000622","0.00000561","9,771.02B","2.58%"
"04/20/2024","0.00000581","0.00000513","0.00000589","0.00000503","6,966.77B","13.26%"
"04/19/2024","0.00000513","0.00000508","0.00000546","0.00000460","10,233.17B","0.98%"
"04/18/2024","0.00000508","0.00000491","0.00000529","0.00000464","8,101.28B","3.46%"
"04/17/2024","0.00000491","0.00000541","0.00000549","0.00000487","8,302.85B","-9.24%"
"04/16/2024","0.00000541","0.00000509","0.00000555","0.00000476","14,351.61B","6.29%"
"04/15/2024","0.00000509","0.00000544","0.00000580","0.00000474","15,964.33B","-6.43%"
"04/14/2024","0.00000544","0.00000504","0.00000557","0.00000483","24,349.89B","7.72%"
"04/13/2024","0.00000505","0.00000591","0.00000604","0.00000389","37,114.74B","-14.55%"
"04/12/2024","0.00000591","0.00000731","0.00000757","0.00000456","27,900.05B","-19.15%"
"04/11/2024","0.00000731","0.00000714","0.00000755","0.00000681","9,179.08B","2.38%"
"04/10/2024","0.00000714","0.00000704","0.00000725","0.00000668","6,823.87B","1.42%"
"04/09/2024","0.00000704","0.00000777","0.00000787","0.00000693","6,696.23B","-9.40%"
"04/08/2024","0.00000777","0.00000744","0.00000796","0.00000720","9,236.38B","4.30%"
"04/07/2024","0.00000745","0.00000677","0.00000753","0.00000673","8,407.40B","10.04%"
